"","article_title","n","mins","hrs"
"1","Protesters throw soup at Mona Lisa painting",483,2415,40.25
"2","Twins separated and sold at birth reunited by TikTok",483,2415,40.25
"3","Swedish alarm after defence chiefs' war warning",458,2290,38.1666666666667
"4","Huge ancient city found in the Amazon",437,2185,36.4166666666667
"5","Stunning shot of polar bear drifting to sleep wins award",430,2150,35.8333333333333
"6","Liberia's new leader fails to end inauguration speech",403,2015,33.5833333333333
"7","Nigerian actor's children arrested over his medical bills",339,1695,28.25
"8","Taylor Swift deepfakes spark calls for US legislation",335,1675,27.9166666666667
"9","Inert nuclear missile found in US man's garage",329,1645,27.4166666666667
"10","World's largest cruise ship sets sail from Miami",328,1640,27.3333333333333
"11","Did bodybuilding bring on my early perimenopause?",314,1570,26.1666666666667
"12","King Charles diagnosed with cancer",313,1565,26.0833333333333
"13","I noticed a bulging lump sensation in my vagina",303,1515,25.25
"14","Is North Korea's leader actually considering war?",297,1485,24.75
"15","Huge galaxy ring challenges thinking on universe",291,1455,24.25
"16","Defamation defeat a double-edged sword for Trump",290,1450,24.1666666666667
"17","New Iceland eruption triggers state of emergency",288,1440,24
"18","They fled as lava spilled into town - and they may never return",288,1440,24
"19","'Drugged, robbed, killed': One city's deadly dating trap",284,1420,23.6666666666667
"20","Grammy Awards red carpet and ceremony in pictures",281,1405,23.4166666666667
"21","No more easy deals for Russian convicts freed to fight",280,1400,23.3333333333333
"22","Oscars 2024: List of nominations in full",279,1395,23.25
"23","Alec Baldwin charged again in fatal Rust shooting",278,1390,23.1666666666667
"24","Trump's federal trial on election meddling postponed",275,1375,22.9166666666667
"25","'Say you're sorry': Russia's trend for humiliating videos",274,1370,22.8333333333333
"26","Hunt to uncover story of mysterious shipwreck",273,1365,22.75
"27","Iran says US strikes are a 'strategic mistake'",268,1340,22.3333333333333
"28","BBC's Glenn Campbell: My brain cancer diagnosis was a total shock",264,1320,22
"29","Zelensky sacks Ukraine's commander-in-chief",263,1315,21.9166666666667
"30","The Emmys red carpet in pictures",262,1310,21.8333333333333
"31","What we know about US strikes in Iraq and Syria",261,1305,21.75
"32","Israel officials want Gaza destruction, court told",257,1285,21.4166666666667
"33","Miss Japan steps down after tabloid exposes affair",257,1285,21.4166666666667
"34","Passenger opens plane door and walks on wing",257,1285,21.4166666666667
"35","US delivers 'private message' to Iran after Yemen strikes",257,1285,21.4166666666667
"36","Illegal New York synagogue tunnel leads to 9 arrests",256,1280,21.3333333333333
"37","What do we know about the King's cancer diagnosis?",254,1270,21.1666666666667
"38","Imran Khan and wife jailed for illegal marriage",246,1230,20.5
"39","US approves plan for strikes on Iranian targets",243,1215,20.25
"40","What does it mean for William, Harry and the other royals?",243,1215,20.25
"41","Israeli war leader challenges Netanyahu over Gaza",242,1210,20.1666666666667
"42","Schwarzenegger detained over tax for luxury watch",240,1200,20
"43","Fierce row after sacking of ABC presenter over Gaza post",236,1180,19.6666666666667
"44","Taiwan just chose a president China loathes. What now?",232,1160,19.3333333333333
"45","Warning over children using viral skincare products",230,1150,19.1666666666667
"46","Fire on ship linked to Britain after Houthi attack",228,1140,19
"47","William visits Kate in hospital after surgery",228,1140,19
"48","Young Austrian heiress reveals €25m giveaway plan",228,1140,19
"49","Melania Trump gives eulogy at mother's funeral",227,1135,18.9166666666667
"50","Japan lands on Moon but glitch threatens mission",224,1120,18.6666666666667
"51","Downed Russian plane leaves unanswered questions",223,1115,18.5833333333333
"52","Judge threatens to kick Trump out of defamation trial",223,1115,18.5833333333333
"53","Western officials in protest over Israel Gaza policy",223,1115,18.5833333333333
"54","An eccentric Danish queen abdicates - will others follow?",220,1100,18.3333333333333
"55","'We are surrounded': Guarding the Middle East's most dangerous border",219,1095,18.25
"56","How London hotel sting caught Swiss museum heist thieves",218,1090,18.1666666666667
"57","Jacinda Ardern marries partner in private ceremony",217,1085,18.0833333333333
"58","Clapham suspect convicted of sex offence in 2018",216,1080,18
"59","Cancer doctor takes gamble to treat his brain tumour",215,1075,17.9166666666667
"60","Grammys 2024: The highs, lows and why Swift won",215,1075,17.9166666666667
"61","Biden vows border 'shut down' if Congress passes deal",214,1070,17.8333333333333
"62","Germans mull ban on elected far-right party after scandal",214,1070,17.8333333333333
"63","Trump asked to pay NY Times $392,000 in legal costs",214,1070,17.8333333333333
"64","One-time giant of African air travel mounts comeback",213,1065,17.75
"65","Adele announces 'random' Munich residency",212,1060,17.6666666666667
"66","Mother convicted for failing to stop school shooting",211,1055,17.5833333333333
"67","Alabama inmate faces first nitrogen execution in US",210,1050,17.5
"68","They were Israel's 'eyes on the border' - their warnings went unheard",210,1050,17.5
"69","Israel accused of targeting civilians in deadly West Bank strike",209,1045,17.4166666666667
"70","Zuckerberg apologises to families in fiery Senate hearing",209,1045,17.4166666666667
"71","Rocky star Carl Weathers dies aged 76",207,1035,17.25
"72","Dancer with allergy eats mislabelled cookie and dies",206,1030,17.1666666666667
"73","US man says wait for untested execution like 'torture'",206,1030,17.1666666666667
"74","Brazen van heists bring terror to South Africa’s roads",205,1025,17.0833333333333
"75","'We're the country of beef, but we can only afford chicken'",204,1020,17
"76","'Will you come and get me?' Gaza girl's desperate plea before losing contact",204,1020,17
"77","Deadly blast hits market in Russia-held Ukraine city",203,1015,16.9166666666667
"78","Haley finally gets her solo showdown with Trump",203,1015,16.9166666666667
"79","British base jumper dies after parachute fails",201,1005,16.75
"80","Six-legged dog has operation to remove extra limbs",201,1005,16.75
"81","Asia's most eligible prince formally marries in Brunei",199,995,16.5833333333333
"82","Why did US wait to retaliate for drone attack on its troops?",199,995,16.5833333333333
"83","Christie exits 2024 race with parting shot at Trump",196,980,16.3333333333333
"84","Bali bomb families face accused at Guantanamo Bay",195,975,16.25
"85","Boeing in ‘last chance saloon’, warns Emirates boss",194,970,16.1666666666667
"86","Former pole vault world champion Barber dies aged 29",193,965,16.0833333333333
"87","Israel and S Africa play heavy on emotion in genocide case",193,965,16.0833333333333
"88","New atom-smasher could spark physics revolution",193,965,16.0833333333333
"89","Man guilty of killing woman in driveway wrong turn",192,960,16
"90","Musician Jelly Roll pushes for anti-fentanyl bill",192,960,16
"91","Japan bomber may have been found after 50 years",191,955,15.9166666666667
"92","One name dominant as Iowa voters kick off 2024 race",191,955,15.9166666666667
"93","What options does US have to respond to Jordan attack?",191,955,15.9166666666667
"94","Military-led West African states leave Ecowas",189,945,15.75
"95","Netanyahu publicly rejects US push for Palestinian state",189,945,15.75
"96","Gustav Klimt portrait found after almost 100 years",188,940,15.6666666666667
"97","News outlet's doctored MP photo causes sexism fury",188,940,15.6666666666667
"98","Who invented butter chicken? Creamy dish centre of court battle",188,940,15.6666666666667
"99","Shackled woman in Hungary court sparks Italy anger",187,935,15.5833333333333
"100","X blocks searches for Taylor Swift on its site",187,935,15.5833333333333
"101","Russia: Cat thrown off train into snow found dead",186,930,15.5
"102","US sanctions Israeli settlers over West Bank violence",186,930,15.5
"103","What Trump's dominant win means for White House race",186,930,15.5
"104","Margot Robbie comments on best actress Oscar snub",185,925,15.4166666666667
"105","Ukraine 'hits Russian missile boat in Black Sea'",185,925,15.4166666666667
"106","'I regret posting online that I was Madeleine McCann'",184,920,15.3333333333333
"107","UK to loan back Ghana's looted 'crown jewels'",183,915,15.25
"108","'My memory is fine' - Biden hits back at special counsel",182,910,15.1666666666667
"109","China says US 'gravely wrong' to congratulate Taiwan leader",182,910,15.1666666666667
"110","Netanyahu rejects Hamas's proposed ceasefire terms",182,910,15.1666666666667
"111","Trump takes legal risk on stand in defamation trial",182,910,15.1666666666667
"112","Controversy after Ukrainian-born model crowned Miss Japan",181,905,15.0833333333333
"113","Finnish artists want Israel barred from Eurovision",181,905,15.0833333333333
"114","Why did a propaganda network steal her face?",181,905,15.0833333333333
"115","Fashion icons assemble for Enninful's last Vogue",180,900,15
"116","Hamas responds to proposed Gaza ceasefire plan",179,895,14.9166666666667
"117","Kate in hospital as King to get prostate treatment",179,895,14.9166666666667
"118","Nearly 90 dead after fierce winter storms strike US",179,895,14.9166666666667
"119","In Ukraine's river war, drones mean nowhere is safe",178,890,14.8333333333333
"120","US son allegedly shot and beheaded dad before rant",178,890,14.8333333333333
"121","Iranian Navy seizes oil tanker near Oman",177,885,14.75
"122","100 days since unthinkable attack triggered devastating war",176,880,14.6666666666667
"123","Three wounded in Paris train station knife attack",176,880,14.6666666666667
"124","Ukraine says it shot down Russian spy plane",176,880,14.6666666666667
"125","Excitement as 639-year-long music piece changes chord",174,870,14.5
"126","How disgraced preacher TB Joshua faked his miracles",173,865,14.4166666666667
"127","US school shooter's mum blames husband at trial",173,865,14.4166666666667
"128","US and UK hint at action after largest Red Sea attack",172,860,14.3333333333333
"129","Yes or snow? Reese Witherspoon's viral brew divides opinion",171,855,14.25
"130","Disposable vapes to be banned for child health",170,850,14.1666666666667
"131","Israel reined in by ICJ ruling - but will it obey?",170,850,14.1666666666667
"132","Tough choices for Israel in US's Middle East vision",170,850,14.1666666666667
"133","Yemen strikes show war in Gaza has already spread",170,850,14.1666666666667
"134","At least half of Gaza buildings damaged or destroyed, new analysis shows",169,845,14.0833333333333
"135","Duchess of York diagnosed with skin cancer",169,845,14.0833333333333
"136","Ukraine drones hit St Petersburg gas terminal",169,845,14.0833333333333
"137","India PM opens grand temple on razed mosque site",167,835,13.9166666666667
"138","Iran's sudden strikes show just how perilous region has become",166,830,13.8333333333333
"139","Israelis tell MPs of Hamas sexual violence evidence",165,825,13.75
"140","Two Royal Navy warships collide at Bahrain port",165,825,13.75
"141","Namibia President Hage Geingob dies aged 82",164,820,13.6666666666667
"142","S African DJ Black Coffee injured during flight to gig",164,820,13.6666666666667
"143","Where Biden v Trump will be won and lost",164,820,13.6666666666667
"144","US drone kills Iran-backed militia leader in Baghdad",163,815,13.5833333333333
"145","South Africa slams Nigeria for football safety warning",162,810,13.5
"146","American lunar mission destroyed over Pacific Ocean",161,805,13.4166666666667
"147","Cockpit window crack forces ANA Boeing to turn back",161,805,13.4166666666667
"148","Georgia prosecutors in Trump case admit affair",161,805,13.4166666666667
"149","Madonna sued by fans over late concert start time",161,805,13.4166666666667
"150","Tucker Carlson interviews Russia's Putin - Kremlin",161,805,13.4166666666667
"151","US teen hailed after saving baby from electrocution",161,805,13.4166666666667
"152","Princess of Wales in hospital after abdominal surgery",160,800,13.3333333333333
"153","Taylor Swift makes history at the Grammy Awards",160,800,13.3333333333333
"154","US Moon mission on course for fiery destruction",160,800,13.3333333333333
"155","Three US troops killed in Middle East drone attack",159,795,13.25
"156","Former CIA hacker sentenced to 40 years in prison",158,790,13.1666666666667
"157","Josef Fritzl could be moved to care home - reports",158,790,13.1666666666667
"158","Dua Lipa, Billie Eilish and SZA to star at Grammy Awards",157,785,13.0833333333333
"159","'I just love you': Trump challengers fall in line",156,780,13
"160","Carroll to spend $83m on 'something Trump hates'",156,780,13
"161","Judge annuls Musk's 'unfathomable' $56bn Tesla pay",156,780,13
"162","'The unstoppable wars have destroyed our lives'",155,775,12.9166666666667
"163","Snoop Dogg’s daughter speaks of shock after stroke",155,775,12.9166666666667
"164","Top Arizona Republican quits over leaked tape offer",155,775,12.9166666666667
"165","Dior bag furore shakes South Korea's ruling party",154,770,12.8333333333333
"166","Israel says 24 soldiers killed in Gaza in one day",154,770,12.8333333333333
"167","Rule, Britannia! is uncomfortable, cellist says",154,770,12.8333333333333
"168","Bolts missing from door, says Boeing blowout probe",153,765,12.75
"169","First glimpse of Netflix's Andrew and Maitlis in film",153,765,12.75
"170","Iran: Air strike on Syria will not go 'unanswered'",153,765,12.75
"171","Michael Owen: 'I'd swap eyes with my son if I could'",153,765,12.75
"172","Trump must pay $83.3m for defaming E Jean Carroll",153,765,12.75
"173","Navy Seals presumed dead after anti-Houthi mission",152,760,12.6666666666667
"174","Nikki Haley asks for Secret Service protection",151,755,12.5833333333333
"175","Six held over plot to disrupt London Stock Exchange",150,750,12.5
"176","Streets empty as Ecuador reels from violence",150,750,12.5
"177","Ukraine MPs reject bid to crack down on draft dodgers",149,745,12.4166666666667
"178","Crisis-hit China Evergrande ordered to liquidate",148,740,12.3333333333333
"179","Three US soldiers killed in Jordan attack named",148,740,12.3333333333333
"180","Boeing seeks Ryanair support after mid-air blowout",147,735,12.25
"181","Tom Holland bonus sent to Tom Hollander in error",147,735,12.25
"182","Barbie misses key Oscar nods for Gerwig and Robbie",146,730,12.1666666666667
"183","Death in the Channel - what led a boy to make fatal journey?",146,730,12.1666666666667
"184","Doomsday Clock stays at 90 seconds to midnight",144,720,12
"185","Kenya gas blast kills three and injures nearly 300",144,720,12
"186","Swift threatens to sue student who tracks her jet",144,720,12
"187","Tucker Carlson to interview Russia's Putin",144,720,12
"188","Chinese mafia bosses behind scam centres arrested",143,715,11.9166666666667
"189","Russia risked lives in downed plane, says Zelensky",143,715,11.9166666666667
"190","Ukraine says it has uncovered major arms corruption",143,715,11.9166666666667
"191","Who are the Houthi rebels attacking Red Sea ships?",143,715,11.9166666666667
"192","They went to live with IS in Syria, now they’re coming home",142,710,11.8333333333333
"193","Where did it all go wrong for Ron DeSantis?",142,710,11.8333333333333
"194","Biden says he has decided US response to Jordan attack",141,705,11.75
"195","Elmo responds to 'world is on fire' angst",141,705,11.75
"196","French actress accuses director of historical rape",141,705,11.75
"197","Rare N Korea footage shows teens sentenced over K-drama",141,705,11.75
"198","Can Nikki Haley really stop Donald Trump?",140,700,11.6666666666667
"199","Captain Cook statue sawn off ahead of Australia Day",140,700,11.6666666666667
"200","Escape to the Country's Jonnie Irwin dies aged 50",140,700,11.6666666666667
"201","Leaker of Trump's tax returns gets maximum sentence",140,700,11.6666666666667
"202","Pakistan launches retaliatory strikes into Iran",140,700,11.6666666666667
"203","Putin takes charge as Carlson gives free rein to Kremlin",140,700,11.6666666666667
"204","US personnel injured in missile attack on Iraq base",140,700,11.6666666666667
"205","Namibia criticises German support for Israel over ICJ case",139,695,11.5833333333333
"206","Parisians vote for rise in parking fees for SUVs",139,695,11.5833333333333
"207","Woman arrested for stealing $2,500 of Stanley cups",139,695,11.5833333333333
"208","Iowa principal who saved pupils from shooting dies",138,690,11.5
"209","Russian oil getting into UK via refinery loophole",138,690,11.5
"210","US woman gets 26 years for mother's 'suitcase murder'",138,690,11.5
"211","Halle Berry's film shelved by Netflix - US media",135,675,11.25
"212","Oscar nominations to reflect Barbenheimer success",135,675,11.25
"213","Zuckerberg wins on Wall Street after Washington hit",135,675,11.25
"214","Add salt to make perfect cup of tea, US scientist says",134,670,11.1666666666667
"215","Houthi missile hits US-owned cargo ship off Yemen",134,670,11.1666666666667
"216","Moments before US boy, 11, shot by police revealed",134,670,11.1666666666667
"217","Myanmar's army is losing - and facing fire from a militant monk",134,670,11.1666666666667
"218","Oil tanker on fire after Houthi missile attack, firm says",134,670,11.1666666666667
"219","Who is Bushra Bibi, the mystical wife of Imran Khan?",134,670,11.1666666666667
"220","Will Macron's whizz-kid help fend off the far right?",134,670,11.1666666666667
"221","Fake death of India actress sparks ethics debate",133,665,11.0833333333333
"222","Auschwitz film was 'like Big Brother' in house next to camp",132,660,11
"223","Ryan Gosling disappointed by Barbie's Oscar snubs",132,660,11
"224","Shamans in Siberia among stunning travel award photos",132,660,11
"225","TikTok pulls Taylor Swift and The Weeknd's music",132,660,11
"226","Trump's failed immunity appeal is a strategic win",132,660,11
"227","Beauty giant Avon under fire over Russia links",131,655,10.9166666666667
"228","Climbing Everest? You need to bring your poo back",131,655,10.9166666666667
"229","US convicts Russian man who flew to LA without passport",131,655,10.9166666666667
"230","Baldwin pleads not guilty to involuntary manslaughter",130,650,10.8333333333333
"231","China executes couple who killed two toddlers",130,650,10.8333333333333
"232","French police sentenced for brutal search assault",130,650,10.8333333333333
"233","Record-breaking Suits was 2023's most-streamed show",130,650,10.8333333333333
"234","Russian woman jailed for 27 years for cafe killing",130,650,10.8333333333333
"235","Democrat being investigated for spending on security",129,645,10.75
"236","Namibia gets new leader hours after predecessor dies",129,645,10.75
"237","S Africa president axes adviser as PhD questioned",129,645,10.75
"238","Does Germany’s economy need more than a cup of coffee?",128,640,10.6666666666667
"239","Imran Khan given second jail sentence in two days",128,640,10.6666666666667
"240","Nuclear fusion leap brings clean power dream closer",128,640,10.6666666666667
"241","'Critical failure' grounds Blinken plane in Davos",127,635,10.5833333333333
"242","FBI investigation after ex-A&F boss sex claims",127,635,10.5833333333333
"243","Tourists dismayed as Zanzibar runs low on beer",127,635,10.5833333333333
"244","Nikki Haley suffers stinging defeat in Nevada",126,630,10.5
"245","Sydney shark attack victim thanks 'heroic' neighbours",126,630,10.5
"246","Trump and Haley to go head-to-head in New Hampshire",126,630,10.5
"247","Trump turns his legal battles into campaign spectacle",126,630,10.5
"248","Drone attack kills six Syrian fighters at US base",125,625,10.4166666666667
"249","Ex-minister of secretive sect admits child abuse",125,625,10.4166666666667
"250","Top court to consider if Trump can run for president",125,625,10.4166666666667
"251","Why is TikTok going crazy for Stanley water cups?",125,625,10.4166666666667
"252","AI to hit 40% of jobs and worsen inequality, IMF says",124,620,10.3333333333333
"253","British brothers raided Swiss museum 'to clear a debt'",124,620,10.3333333333333
"254","Hannah Waddingham 'was told face was wrong for TV'",124,620,10.3333333333333
"255","Massive winter US storm expected to hit millions",124,620,10.3333333333333
"256","'Send back our husbands' - Russian women in rare protest",123,615,10.25
"257","Iran admits carrying out deadly Pakistan strike",123,615,10.25
"258","Victorious Nigerians taunt South Africans with Tyla hit",123,615,10.25
"259","Julia Roberts: No nude scenes is my choice",122,610,10.1666666666667
"260","NZ MP resigns following shoplifting allegations",122,610,10.1666666666667
"261","Second Boeing model to be inspected after blowout",122,610,10.1666666666667
"262","UK island base not suitable for migrants, UN says",122,610,10.1666666666667
"263","BBC confronts man who abused boy in secretive Christian church",121,605,10.0833333333333
"264","Death of US troops ratchets up pressure on Biden",121,605,10.0833333333333
"265","SA gospel singer accused of ordering lover's murder",121,605,10.0833333333333
"266","UK considering recognising Palestine state - Cameron",121,605,10.0833333333333
"267","Japan Moon lander wakes up and resumes mission",120,600,10
"268","Netflix password crackdown fuels sign-up surge",120,600,10
"269","Pakistan says children killed in Iranian strike",120,600,10
"270","Israel calls genocide claim a distortion of truth",119,595,9.91666666666667
"271","Taiwan elects pro-sovereignty leader, angering Beijing",119,595,9.91666666666667
"272","Russia designates popular author ‘a foreign agent’",118,590,9.83333333333333
"273","Temple rises from ruins of one of India’s darkest days",118,590,9.83333333333333
"274","Why the e-bike boom is raising fire fears",118,590,9.83333333333333
"275","Prince Harry drops libel claim against Mail publisher",117,585,9.75
"276","Ron DeSantis quits presidential race and backs Trump",117,585,9.75
"277","South Korea’s complicated relationship with dog meat",117,585,9.75
"278","Fans call for Eriksson to achieve Liverpool 'dream'",116,580,9.66666666666667
"279","Footballer Dani Alves's rape trial begins in Spain",116,580,9.66666666666667
"280","Qatar 'appalled' by Netanyahu's reported criticism",116,580,9.66666666666667
"281","Succession, Beef and The Bear sweep Emmy Awards",116,580,9.66666666666667
"282","The 'burning prisons' fuelled by fast fashion",116,580,9.66666666666667
"283","WWE boss accused of sex trafficking",116,580,9.66666666666667
"284","Denmark's cool, Scandi proclamation felt familiar",115,575,9.58333333333333
"285","Imran Khan jailed in secrets case as election looms",115,575,9.58333333333333
"286","Shooting stuns worshippers at Istanbul Catholic mass",115,575,9.58333333333333
"287","Netflix removes film after backlash from Hindu groups",114,570,9.5
"288","Trapped orcas escape from drift ice near Japan",114,570,9.5
"289","Trial to cover Elizabeth line 'ghost' marks",114,570,9.5
"290","UK halts aid to UN agency after Hamas attack claim",114,570,9.5
"291","US upholds ban on sale of latest Apple watches",114,570,9.5
"292","Biden says US strikes have not stopped Houthi attacks",113,565,9.41666666666667
"293","Boy with IQ of 162 says football comes first",113,565,9.41666666666667
"294","EU leaders unlock €50bn support package for Ukraine",113,565,9.41666666666667
"295","Exciting new cancer drug kinder than chemotherapy",113,565,9.41666666666667
"296","Five takeaways from the Haley-DeSantis debate",113,565,9.41666666666667
"297","Prince Harry to visit King Charles in coming days",113,565,9.41666666666667
"298","Putin challenger barred from Russia's election",113,565,9.41666666666667
"299","US and UK launch fresh strikes on Houthis",113,565,9.41666666666667
"300","Woman killed by dogs while visiting grandson",113,565,9.41666666666667
"301","King leaves hospital as Kate recovers at home",112,560,9.33333333333333
"302","UK forces not ready for intensive war, MPs warn",112,560,9.33333333333333
"303","Ecuador president defies gangs to take on the army",111,555,9.25
"304","Eight US deaths in Colombia linked to dating apps",111,555,9.25
"305","Israeli father fears hostage daughter was sexually abused",111,555,9.25
"306","UN agency condemns aid halt after Hamas attack claim",111,555,9.25
"307","US approves F-16 fighter jet sale to Turkey",111,555,9.25
"308","US voters react to Trump's commanding win in Iowa",111,555,9.25
"309","Democrat leaves hospital to cast vital impeachment vote",110,550,9.16666666666667
"310","Haley calls Trump insecure for false 'birther' claims",110,550,9.16666666666667
"311","Judge blocks Musk's 'unfathomable' $56bn Tesla pay",110,550,9.16666666666667
"312","China gives detained Australian suspended death sentence",109,545,9.08333333333333
"313","Police arrest five after bodies found in US desert",109,545,9.08333333333333
"314","Steele dossier firm welcomes court win over Trump",109,545,9.08333333333333
"315","The Japanese firm at the heart of the Horizon scandal",109,545,9.08333333333333
"316","Why did Iran launch strikes on its allies' territory?",109,545,9.08333333333333
"317","Armenians fight controversial Jerusalem land deal",108,540,9
"318","Italian culture minister probed over stolen painting",108,540,9
"319","Magnussen to make doping 'world record' attempt",108,540,9
"320","Musk says Neuralink implanted wireless brain chip",108,540,9
"321","Netanyahu defies Biden over Palestinian state",108,540,9
"322","Saudi Arabia to get first alcohol shop in 70 years",108,540,9
"323","US condemns Iran for 'reckless' strikes on Iraq",108,540,9
"324","Adidas says it plans to sell remaining Yeezy stock",107,535,8.91666666666667
"325","Brosnan pleads not guilty to Yellowstone trespassing",107,535,8.91666666666667
"326","Democrats attack Biden over strikes on Houthi rebels",107,535,8.91666666666667
"327","Key Israeli war leader challenges Netanyahu over Gaza strategy",107,535,8.91666666666667
"328","Trump 'unleashed' followers on Carroll, says lawyer",107,535,8.91666666666667
"329","Pope says sexual pleasure is 'a gift from God'",106,530,8.83333333333333
"330","Senior Tory's call for Sunak to go sparks backlash",106,530,8.83333333333333
"331","Winter storm hits US with heavy snow and icy winds",106,530,8.83333333333333
"332","Benzema files defamation suit against French minister",105,525,8.75
"333","Canadian 'poison killer' to head straight to trial",105,525,8.75
"334","Missing China billionaire banker quits all roles",105,525,8.75
"335","Philippine leader defends taking helicopter to gig",105,525,8.75
"336","Russian jet crashes carrying Ukrainian PoWs - Moscow",105,525,8.75
"337","Billionaire Lewis pleads guilty to insider trading",104,520,8.66666666666667
"338","Hamas video claims to show dead Israeli hostages",104,520,8.66666666666667
"339","I was sterilised last year - why am I pregnant again?",104,520,8.66666666666667
"340","Narco-sub with $27m of 'scorpion' cocaine seized",104,520,8.66666666666667
"341","Nigerian monarch shot dead and wife kidnapped",104,520,8.66666666666667
"342","UN's top court to rule on Israel in Gaza war",104,520,8.66666666666667
"343","'If not Putin, then who?' - How Russians view looming elections",103,515,8.58333333333333
"344","Heist brothers 'should be banned from Switzerland'",103,515,8.58333333333333
"345","Net closes in on vigilante destroyer of Italy's speed cameras",103,515,8.58333333333333
